Filename                                                                Regions    Missed_Regions     Regions_Cover   Functions  Missed_Functions  Executed       Lines      Missed_Lines     Lines_Cover    Branches   Missed_Branches     Branches_Cover
lib/Common/Core/Api.cpp                                                      55                33    40.00%           3                 1    66.67%          31                21    32.26%          20                14    30.00%
lib/Common/Core/Api.h                                                         1                 0   100.00%           1                 0   100.00%           3                 0   100.00%           0                 0         -
lib/Common/Core/Assertions.h                                                  1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
lib/Common/Core/AutoFile.h                                                    7                 6    14.29%           4                 3    25.00%          16                15     6.25%           2                 2     0.00%
lib/Common/Core/BasePtr.h                                                    41                31    24.39%           5                 1    80.00%           9                 1    88.89%           8                 7    12.50%
lib/Common/Core/BinaryFeatureControl.cpp                                      1                 1     0.00%           1                 1     0.00%           4                 4     0.00%           0                 0         -
lib/Common/Core/CRC.cpp                                                      12                12     0.00%           4                 4     0.00%          31                31     0.00%           6                 6     0.00%
lib/Common/Core/CmdParser.cpp                                               330               296    10.30%          17                12    29.41%         498               438    12.05%         218               196    10.09%
lib/Common/Core/CmdParser.h                                                  21                19     9.52%           9                 7    22.22%          28                22    21.43%          16                16     0.00%
lib/Common/Core/CodexAssert.cpp                                              37                30    18.92%           2                 1    50.00%           6                 3    50.00%           8                 7    12.50%
lib/Common/Core/CommonMinMax.h                                                8                 0   100.00%           2                 0   100.00%           2                 0   100.00%           4                 0   100.00%
lib/Common/Core/ConfigFlagsTable.cpp                                      21317             18360    13.87%          57                33    42.11%         838               543    35.20%        8856              7708    12.96%
lib/Common/Core/ConfigFlagsTable.h                                           90                78    13.33%          37                29    21.62%         141               128     9.22%          46                46     0.00%
lib/Common/Core/ConfigParser.cpp                                            237               173    27.00%          10                 5    50.00%         220               153    30.45%          96                77    19.79%
lib/Common/Core/ConfigParser.h                                                3                 1    66.67%           3                 1    66.67%           6                 3    50.00%           0                 0         -
lib/Common/Core/CriticalSection.h                                            17                 7    58.82%          13                 3    76.92%          23                13    43.48%           4                 4     0.00%
lib/Common/Core/DelayLoadLibrary.cpp                                         15                12    20.00%           6                 4    33.33%          31                24    22.58%           6                 5    16.67%
lib/Common/Core/FinalizableObject.h                                          19                19     0.00%           3                 3     0.00%           7                 7     0.00%           2                 2     0.00%
lib/Common/Core/GlobalSecurityPolicy.h                                        1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
lib/Common/Core/JitHelperUtils.h                                              1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
lib/Common/Core/Output.cpp                                                  358               345     3.63%          27                23    14.81%         378               358     5.29%         116               111     4.31%
lib/Common/Core/Output.h                                                      6                 6     0.00%           2                 2     0.00%          14                14     0.00%           2                 2     0.00%
lib/Common/Core/ProfileInstrument.cpp                                       261               261     0.00%          18                18     0.00%         308               308     0.00%          86                86     0.00%
lib/Common/Core/ProfileInstrument.h                                           1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
lib/Common/Core/ProfileMemory.cpp                                           341               323     5.28%          23                17    26.09%         488               461     5.53%         106                99     6.60%
lib/Common/Core/ProfileMemory.h                                               6                 6     0.00%           2                 2     0.00%          17                17     0.00%           2                 2     0.00%
lib/Common/Core/StackBackTrace.cpp                                           14                14     0.00%           6                 6     0.00%          30                30     0.00%           4                 4     0.00%
lib/Common/Core/StackBackTrace.h                                             49                47     4.08%           9                 8    11.11%          53                48     9.43%          12                11     8.33%
lib/Common/Core/SysInfo.cpp                                                 326               269    17.48%          27                17    37.04%         200               108    46.00%         112               103     8.04%
lib/Common/Core/SysInfo.h                                                     4                 2    50.00%           4                 2    50.00%           4                 2    50.00%           0                 0         -
lib/Common/DataStructures/BaseDictionary.h                                 1603              1296    19.15%         133                69    48.12%        1020               559    45.20%         434               352    18.89%
lib/Common/DataStructures/BigUInt.cpp                                      1622              1371    15.47%          20                12    40.00%         441               327    25.85%         496               440    11.29%
lib/Common/DataStructures/BufferBuilder.cpp                                   9                 9     0.00%           1                 1     0.00%          11                11     0.00%           4                 4     0.00%
lib/Common/DataStructures/BufferBuilder.h                                   113               113     0.00%          25                25     0.00%         152               152     0.00%          38                38     0.00%
lib/Common/DataStructures/Cache.h                                            72                72     0.00%          20                20     0.00%          98                98     0.00%          26                26     0.00%
lib/Common/DataStructures/CharacterBuffer.h                                  81                53    34.57%          12                 4    66.67%          43                15    65.12%          24                13    45.83%
lib/Common/DataStructures/ClusterList.h                                     176               176     0.00%          10                10     0.00%         176               176     0.00%          76                76     0.00%
lib/Common/DataStructures/Comparer.h                                         23                17    26.09%          16                10    37.50%          76                54    28.95%           2                 2     0.00%
lib/Common/DataStructures/ContinuousPageStack.h                             500               500     0.00%          37                37     0.00%         185               185     0.00%         114               114     0.00%
lib/Common/DataStructures/DList.h                                           327               202    38.23%          51                16    68.63%         266                99    62.78%          76                55    27.63%
lib/Common/DataStructures/DefaultContainerLockPolicy.h                        1                 0   100.00%           1                 0   100.00%           2                 0   100.00%           0                 0         -
lib/Common/DataStructures/Dictionary.h                                      178               144    19.10%          22                17    22.73%         279               235    15.77%          82                72    12.20%
lib/Common/DataStructures/DictionaryEntry.h                                  64                48    25.00%          24                 8    66.67%          66                28    57.58%          16                16     0.00%
lib/Common/DataStructures/DictionaryStats.cpp                               109               104     4.59%          11                10     9.09%         177               172     2.82%          48                47     2.08%
lib/Common/DataStructures/DoublyLinkedList.inl                               20                12    40.00%          16                 9    43.75%          53                31    41.51%           4                 3    25.00%
lib/Common/DataStructures/DoublyLinkedListElement.inl                      1790              1575    12.01%          15                 8    46.67%         262               174    33.59%         434               387    10.83%
lib/Common/DataStructures/EvalMapString.h                                    18                18     0.00%           6                 6     0.00%          26                26     0.00%           8                 8     0.00%
lib/Common/DataStructures/FixedBitVector.cpp                                281               255     9.25%          34                27    20.59%         232               204    12.07%          84                80     4.76%
lib/Common/DataStructures/FixedBitVector.h                                  350               260    25.71%          46                19    58.70%         363               237    34.71%         106                85    19.81%
lib/Common/DataStructures/FixedBitVectorEnumerator.cpp                       52                52     0.00%           6                 6     0.00%          47                47     0.00%          18                18     0.00%
lib/Common/DataStructures/FixedStack.h                                       65                65     0.00%           5                 5     0.00%          29                29     0.00%          18                18     0.00%
lib/Common/DataStructures/GrowingArray.cpp                                    6                 0   100.00%           1                 0   100.00%           3                 0   100.00%           0                 0         -
lib/Common/DataStructures/GrowingArray.h                                     25                 8    68.00%           9                 5    44.44%          51                11    78.43%          10                 4    60.00%
lib/Common/DataStructures/HashTable.h                                       266               266     0.00%          20                20     0.00%         284               284     0.00%         126               126     0.00%
lib/Common/DataStructures/ImmutableList.h                                    25                25     0.00%           9                 9     0.00%          47                47     0.00%           6                 6     0.00%
lib/Common/DataStructures/InternalString.cpp                                 54                44    18.52%           5                 3    40.00%          32                26    18.75%           8                 6    25.00%
lib/Common/DataStructures/InternalString.h                                    7                 4    42.86%           5                 2    60.00%          14                 5    64.29%           4                 4     0.00%
lib/Common/DataStructures/InternalStringNoCaseComparer.cpp                   22                22     0.00%           3                 3     0.00%          27                27     0.00%          14                14     0.00%
lib/Common/DataStructures/Interval.cpp                                       24                24     0.00%           8                 8     0.00%          46                46     0.00%          16                16     0.00%
lib/Common/DataStructures/Interval.h                                          7                 6    14.29%           7                 6    14.29%          10                 8    20.00%           0                 0         -
lib/Common/DataStructures/KeyValuePair.h                                      7                 7     0.00%           7                 7     0.00%          11                11     0.00%           0                 0         -
lib/Common/DataStructures/LargeStack.h                                       92                92     0.00%          10                10     0.00%          53                53     0.00%          20                20     0.00%
lib/Common/DataStructures/List.h                                            424               313    26.18%          74                37    50.00%         448               275    38.62%         144               114    20.83%
lib/Common/DataStructures/MruDictionary.h                                   202               153    24.26%          15                 7    53.33%          96                62    35.42%          48                41    14.58%
lib/Common/DataStructures/PageStack.h                                       475               388    18.32%          14                 6    57.14%         241               168    30.29%         136               115    15.44%
lib/Common/DataStructures/Pair.h                                             79                79     0.00%           7                 7     0.00%          23                23     0.00%          20                20     0.00%
lib/Common/DataStructures/Queue.h                                             5                 5     0.00%           5                 5     0.00%          16                16     0.00%           0                 0         -
lib/Common/DataStructures/QuickSort.h                                       480               480     0.00%           3                 3     0.00%          89                89     0.00%         246               246     0.00%
lib/Common/DataStructures/RegexKey.h                                         46                29    36.96%           9                 3    66.67%          35                19    45.71%          12                10    16.67%
lib/Common/DataStructures/SList.h                                           474               383    19.20%          83                47    43.37%         397               272    31.49%         134               116    13.43%
lib/Common/DataStructures/SimpleHashTable.h                                 175               113    35.43%          25                 9    64.00%         241               110    54.36%          68                46    32.35%
lib/Common/DataStructures/SizePolicy.cpp                                     47                37    21.28%           5                 2    60.00%          44                29    34.09%          18                14    22.22%
lib/Common/DataStructures/SizePolicy.h                                       58                27    53.45%           7                 0   100.00%          45                 3    93.33%          18                10    44.44%
lib/Common/DataStructures/SparseArray.h                                      35                35     0.00%           3                 3     0.00%          55                55     0.00%          16                16     0.00%
lib/Common/DataStructures/SparseBitVector.h                                 411               345    16.06%          44                35    20.45%         513               410    20.08%         160               130    18.75%
lib/Common/DataStructures/Stack.h                                             8                 5    37.50%           8                 5    37.50%          21                11    47.62%           0                 0         -
lib/Common/DataStructures/StringBuilder.h                                   366               366     0.00%          19                19     0.00%         209               209     0.00%         102               102     0.00%
lib/Common/DataStructures/Tree.h                                             11                11     0.00%           6                 6     0.00%          22                22     0.00%           2                 2     0.00%
lib/Common/DataStructures/UnitBitVector.h                                   128                73    42.97%          50                23    54.00%         268               116    56.72%          36                22    38.89%
lib/Common/DataStructures/WeakReferenceDictionary.h                         479               371    22.55%          47                27    42.55%         426               283    33.57%         142               116    18.31%
lib/Common/EnumClassHelp.h                                                   26                15    42.31%          26                15    42.31%          82                49    40.24%           0                 0         -
lib/Common/EnumHelp.h                                                        35                32     8.57%          19                16    15.79%          60                51    15.00%           4                 4     0.00%
lib/Common/Exceptions/ExceptionCheck.cpp                                    173               104    39.88%          15                 3    80.00%          74                13    82.43%          68                44    35.29%
lib/Common/Exceptions/ExceptionCheck.h                                       22                12    45.45%           2                 0   100.00%           2                 0   100.00%           4                 3    25.00%
lib/Common/Exceptions/JavascriptException.h                                   8                 8     0.00%           4                 4     0.00%          21                21     0.00%           4                 4     0.00%
lib/Common/Exceptions/RejitException.h                                        3                 3     0.00%           3                 3     0.00%           8                 8     0.00%           0                 0         -
lib/Common/Exceptions/ReportError.cpp                                       107               107     0.00%          29                29     0.00%         120               120     0.00%           2                 2     0.00%
lib/Common/Exceptions/ReportError.h                                           3                 3     0.00%           3                 3     0.00%          42                42     0.00%           0                 0         -
lib/Common/Exceptions/Throw.cpp                                             172               172     0.00%          12                12     0.00%          82                82     0.00%          28                28     0.00%
lib/Common/Exceptions/Throw.h                                                28                28     0.00%           2                 2     0.00%          17                17     0.00%           8                 8     0.00%
lib/Common/Memory/AllocationPolicyManager.h                                  82                49    40.24%          11                 5    54.55%          95                57    40.00%          32                23    28.12%
lib/Common/Memory/Allocator.h                                               600               412    31.33%          34                10    70.59%         161                47    70.81%         134               103    23.13%
lib/Common/Memory/AllocatorTelemetryStats.h                                   1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
lib/Common/Memory/ArenaAllocator.cpp                                       1962              1688    13.97%          69                34    50.72%        1100               752    31.64%         618               527    14.72%
lib/Common/Memory/ArenaAllocator.h                                          281               232    17.44%          71                51    28.17%         329               233    29.18%          76                70     7.89%
lib/Common/Memory/AutoAllocatorObjectPtr.h                                   22                22     0.00%           3                 3     0.00%          13                13     0.00%           6                 6     0.00%
lib/Common/Memory/AutoPtr.h                                                  15                11    26.67%           8                 5    37.50%          32                25    21.88%           4                 3    25.00%
lib/Common/Memory/CustomHeap.cpp                                           1081               802    25.81%          40                16    60.00%         769               497    35.37%         376               298    20.74%
lib/Common/Memory/CustomHeap.h                                              548               471    14.05%          31                16    48.39%         238               162    31.93%         148               131    11.49%
lib/Common/Memory/ForcedMemoryConstraints.cpp                                 4                 2    50.00%           2                 1    50.00%           8                 5    37.50%           2                 1    50.00%
lib/Common/Memory/FreeObject.h                                               39                31    20.51%           4                 2    50.00%          10                 5    50.00%           8                 7    12.50%
lib/Common/Memory/HeapAllocator.cpp                                         216               145    32.87%          22                11    50.00%         328               193    41.16%          88                69    21.59%
lib/Common/Memory/HeapAllocator.h                                           137               101    26.28%          31                17    45.16%         117                61    47.86%          30                22    26.67%
lib/Common/Memory/HeapBlock.cpp                                            3322              2942    11.44%          91                61    32.97%        1324              1074    18.88%         968               884     8.68%
lib/Common/Memory/HeapBlock.h                                               138                80    42.03%          49                21    57.14%         152                81    46.71%          56                29    48.21%
lib/Common/Memory/HeapBlock.inl                                             201               157    21.89%           9                 3    66.67%         183               130    28.96%          86                62    27.91%
lib/Common/Memory/HeapBlockMap.cpp                                         1509              1287    14.71%          82                54    34.15%        1052               802    23.76%         484               428    11.57%
lib/Common/Memory/HeapBlockMap.h                                             81                69    14.81%           9                 3    66.67%          29                11    62.07%          16                15     6.25%
lib/Common/Memory/HeapBlockMap.inl                                          245               245     0.00%           7                 7     0.00%         328               328     0.00%         156               156     0.00%
lib/Common/Memory/HeapBucket.cpp                                           1574              1419     9.85%          93                66    29.03%        1212               976    19.47%         442               406     8.14%
lib/Common/Memory/HeapBucket.h                                               38                33    13.16%          12                 8    33.33%          57                51    10.53%          10                 9    10.00%
lib/Common/Memory/HeapBucket.inl                                             55                30    45.45%           2                 0   100.00%          59                28    52.54%          16                10    37.50%
lib/Common/Memory/HeapInfo.cpp                                             1362              1172    13.95%         145               115    20.69%        1600              1243    22.31%         466               407    12.66%
lib/Common/Memory/HeapInfo.h                                                279               174    37.63%          55                20    63.64%         187                73    60.96%          74                52    29.73%
lib/Common/Memory/HeapInfoManager.cpp                                       116                96    17.24%         112                93    16.96%         541               441    18.48%           2                 2     0.00%
lib/Common/Memory/HeapInfoManager.h                                           1                 0   100.00%           1                 0   100.00%           3                 0   100.00%           0                 0         -
lib/Common/Memory/IdleDecommitPageAllocator.cpp                             445               321    27.87%           9                 3    66.67%         189                86    54.50%         160               120    25.00%
lib/Common/Memory/IdleDecommitPageAllocator.h                                23                21     8.70%           6                 4    33.33%          17                13    23.53%           2                 2     0.00%
lib/Common/Memory/LargeHeapBlock.cpp                                       2682              2682     0.00%          82                82     0.00%        1492              1492     0.00%         900               900     0.00%
lib/Common/Memory/LargeHeapBlock.h                                           59                59     0.00%          16                16     0.00%          30                30     0.00%          16                16     0.00%
lib/Common/Memory/LargeHeapBucket.cpp                                      1149              1145     0.35%          71                67     5.63%         974               938     3.70%         338               338     0.00%
lib/Common/Memory/LargeHeapBucket.h                                           2                 1    50.00%           2                 1    50.00%           3                 1    66.67%           0                 0         -
lib/Common/Memory/LargeHeapBucket.inl                                        32                30     6.25%           3                 1    66.67%          50                22    56.00%          12                12     0.00%
lib/Common/Memory/LeakReport.cpp                                            170               166     2.35%          11                 9    18.18%         173               167     3.47%          54                52     3.70%
lib/Common/Memory/MarkContext.cpp                                            56                52     7.14%           8                 4    50.00%          49                36    26.53%          18                18     0.00%
lib/Common/Memory/MarkContext.h                                             104               102     1.92%          10                 8    20.00%          30                25    16.67%          26                26     0.00%
lib/Common/Memory/MarkContext.inl                                           305               305     0.00%           7                 7     0.00%         135               135     0.00%          86                86     0.00%
lib/Common/Memory/MemoryLogger.cpp                                           92                92     0.00%           9                 9     0.00%          67                67     0.00%          16                16     0.00%
lib/Common/Memory/MemoryLogger.h                                              1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
lib/Common/Memory/MemoryTracking.cpp                                         19                 6    68.42%          19                 6    68.42%          39                13    66.67%           0                 0         -
lib/Common/Memory/PageAllocator.cpp                                        3769              2913    22.71%         121                43    64.46%        1844               985    46.58%        1174               941    19.85%
lib/Common/Memory/PageAllocator.h                                           239               145    39.33%          84                37    55.95%         224               115    48.66%          74                49    33.78%
lib/Common/Memory/PagePool.h                                                147                83    43.54%          13                 2    84.62%          90                16    82.22%          44                23    47.73%
lib/Common/Memory/Recycler.cpp                                             8125              7464     8.14%         286               222    22.38%        6043              5205    13.87%        2816              2625     6.78%
lib/Common/Memory/Recycler.h                                                900               766    14.89%         178               123    30.90%         513               366    28.65%         168               155     7.74%
lib/Common/Memory/Recycler.inl                                              471               327    30.57%          21                12    42.86%         462               274    40.69%         140               108    22.86%
lib/Common/Memory/RecyclerFastAllocator.h                                    16                 7    56.25%           8                 3    62.50%          50                26    48.00%           2                 1    50.00%
lib/Common/Memory/RecyclerHeuristic.cpp                                     108                78    27.78%           9                 6    33.33%         119                92    22.69%          44                39    11.36%
lib/Common/Memory/RecyclerObjectDumper.cpp                                   48                31    35.42%           4                 2    50.00%          34                20    41.18%          20                16    20.00%
lib/Common/Memory/RecyclerObjectDumper.h                                      2                 0   100.00%           2                 0   100.00%           4                 0   100.00%           0                 0         -
lib/Common/Memory/RecyclerObjectGraphDumper.cpp                             201               201     0.00%           7                 7     0.00%          68                68     0.00%          56                56     0.00%
lib/Common/Memory/RecyclerPageAllocator.cpp                                   2                 1    50.00%           2                 1    50.00%           6                 3    50.00%           0                 0         -
lib/Common/Memory/RecyclerPointers.h                                         73                31    57.53%          49                13    73.47%         174                53    69.54%           8                 6    25.00%
lib/Common/Memory/RecyclerRootPtr.h                                          83                48    42.17%          10                 0   100.00%          22                 0   100.00%          18                12    33.33%
lib/Common/Memory/RecyclerSweep.cpp                                         189               189     0.00%          17                17     0.00%         184               184     0.00%          60                60     0.00%
lib/Common/Memory/RecyclerSweep.h                                           215               215     0.00%          18                18     0.00%         100               100     0.00%          48                48     0.00%
lib/Common/Memory/RecyclerSweepManager.cpp                                  697               697     0.00%          24                24     0.00%         305               305     0.00%         192               192     0.00%
lib/Common/Memory/RecyclerSweepManager.h                                      1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
lib/Common/Memory/RecyclerWeakReference.h                                   197               131    33.50%          13                 3    76.92%         141                61    56.74%          54                40    25.93%
lib/Common/Memory/RecyclerWriteBarrierManager.cpp                           368               261    29.08%          21                 6    71.43%         294               133    54.76%         116                91    21.55%
lib/Common/Memory/RecyclerWriteBarrierManager.h                               9                 8    11.11%           8                 7    12.50%          25                23     8.00%           0                 0         -
lib/Common/Memory/SmallBlockDeclarations.inl                                111               111     0.00%           3                 3     0.00%          30                30     0.00%          26                26     0.00%
lib/Common/Memory/SmallFinalizableHeapBlock.cpp                             992               848    14.52%          27                16    40.74%         292               199    31.85%         238               217     8.82%
lib/Common/Memory/SmallFinalizableHeapBlock.h                                84                62    26.19%          13                 7    46.15%          50                24    52.00%          28                20    28.57%
lib/Common/Memory/SmallFinalizableHeapBucket.cpp                            264               240     9.09%          20                14    30.00%         183               145    20.77%          54                50     7.41%
lib/Common/Memory/SmallFinalizableHeapBucket.h                               29                21    27.59%           9                 3    66.67%          27                 8    70.37%           2                 2     0.00%
lib/Common/Memory/SmallHeapBlockAllocator.cpp                               587               476    18.91%           8                 3    62.50%         141                75    46.81%         146               124    15.07%
lib/Common/Memory/SmallHeapBlockAllocator.h                                 268               207    22.76%          16                 4    75.00%         108                47    56.48%          80                65    18.75%
lib/Common/Memory/SmallLeafHeapBlock.cpp                                    107                63    41.12%           7                 3    57.14%          25                 7    72.00%          24                17    29.17%
lib/Common/Memory/SmallLeafHeapBlock.h                                        6                 0   100.00%           3                 0   100.00%           8                 0   100.00%           2                 0   100.00%
lib/Common/Memory/SmallLeafHeapBucket.cpp                                     6                 5    16.67%           6                 5    16.67%          16                13    18.75%           0                 0         -
lib/Common/Memory/SmallNormalHeapBlock.cpp                                  245               213    13.06%          15                11    26.67%          96                78    18.75%          58                55     5.17%
lib/Common/Memory/SmallNormalHeapBlock.h                                     12                 5    58.33%           6                 2    66.67%          16                 7    56.25%           4                 2    50.00%
lib/Common/Memory/SmallNormalHeapBucket.cpp                                 691               680     1.59%          34                31     8.82%         511               491     3.91%         210               208     0.95%
lib/Common/Memory/SmallNormalHeapBucket.h                                     3                 0   100.00%           1                 0   100.00%           4                 0   100.00%           0                 0         -
lib/Common/Memory/StressTest.cpp                                            279               279     0.00%          23                23     0.00%         241               241     0.00%          92                92     0.00%
lib/Common/Memory/StressTest.h                                                2                 2     0.00%           2                 2     0.00%           4                 4     0.00%           0                 0         -
lib/Common/Memory/VirtualAllocWrapper.cpp                                   575               552     4.00%          14                 9    35.71%         238               212    10.92%         168               160     4.76%
lib/Common/Memory/VirtualAllocWrapper.h                                      10                 7    30.00%           8                 5    37.50%          10                 7    30.00%           4                 4     0.00%
lib/Common/Memory/WriteBarrierMacros.h                                        1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
lib/Common/Memory/amd64/XDataAllocator.cpp                                  238               238     0.00%          10                10     0.00%          83                83     0.00%          58                58     0.00%
lib/Common/Memory/amd64/XDataAllocator.h                                      6                 4    33.33%           6                 4    33.33%          14                10    28.57%           0                 0         -
lib/Common/PlatformAgnostic/Arrays.h                                          1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
lib/Common/PlatformAgnostic/DateTime.h                                        2                 1    50.00%           2                 1    50.00%          14                13     7.14%           0                 0         -
lib/Common/PlatformAgnostic/DateTimeInternal.h                                2                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
lib/Common/PlatformAgnostic/Debugger.h                                       12                12     0.00%          12                12     0.00%          36                36     0.00%           0                 0         -
lib/Common/PlatformAgnostic/Numbers.h                                         8                 8     0.00%           6                 6     0.00%           7                 7     0.00%           4                 4     0.00%
lib/Common/TemplateParameter.h                                                2                 1    50.00%           2                 1    50.00%          12                 6    50.00%           0                 0         -
lib/Common/Util/Pinned.cpp                                                    3                 0   100.00%           2                 0   100.00%           7                 0   100.00%           0                 0         -
lib/JITClient/JITManager.h                                                  267               264     1.12%          26                23    11.54%          26                23    11.54%          24                24     0.00%
lib/Jsrt/Core/JsrtContextCore.cpp                                           334               302     9.58%          37                29    21.62%         242               199    17.77%          82                77     6.10%
lib/Jsrt/Core/JsrtContextCore.h                                             205               194     5.37%          37                28    24.32%          96                83    13.54%          16                16     0.00%
lib/Jsrt/Core/JsrtCore.cpp                                                 1314              1282     2.44%         122               118     3.28%        1727              1634     5.39%         614               590     3.91%
lib/Jsrt/Jsrt.cpp                                                          4930              4513     8.46%         306               257    16.01%        5796              4790    17.36%        2358              2186     7.29%
lib/Jsrt/JsrtContext.cpp                                                    104                76    26.92%           7                 1    85.71%          71                22    69.01%          34                20    41.18%
lib/Jsrt/JsrtContext.h                                                        5                 2    60.00%           5                 2    60.00%           5                 2    60.00%           0                 0         -
lib/Jsrt/JsrtDebugEventObject.cpp                                           134               134     0.00%          12                12     0.00%         114               114     0.00%          42                42     0.00%
lib/Jsrt/JsrtDebugManager.cpp                                               539               539     0.00%          48                48     0.00%         615               615     0.00%         220               220     0.00%
lib/Jsrt/JsrtDebugManager.h                                                   7                 7     0.00%           5                 5     0.00%           5                 5     0.00%           0                 0         -
lib/Jsrt/JsrtDebugUtils.cpp                                                 779               779     0.00%          20                20     0.00%         397               397     0.00%         404               404     0.00%
lib/Jsrt/JsrtDebuggerObject.cpp                                             806               806     0.00%          55                55     0.00%         721               721     0.00%         240               240     0.00%
lib/Jsrt/JsrtDebuggerObject.h                                                26                26     0.00%           6                 6     0.00%          18                18     0.00%           6                 6     0.00%
lib/Jsrt/JsrtDiag.cpp                                                       511               511     0.00%          37                37     0.00%         984               984     0.00%         296               296     0.00%
lib/Jsrt/JsrtExternalArrayBuffer.cpp                                         32                21    34.38%          11                 8    27.27%          48                35    27.08%           6                 4    33.33%
lib/Jsrt/JsrtExternalObject.cpp                                             186               186     0.00%          17                17     0.00%         161               161     0.00%          56                56     0.00%
lib/Jsrt/JsrtExternalObject.h                                                 9                 8    11.11%           7                 6    14.29%          12                 9    25.00%           4                 4     0.00%
lib/Jsrt/JsrtHelper.cpp                                                      52                40    23.08%          11                 7    36.36%         111                52    53.15%          20                17    15.00%
lib/Jsrt/JsrtInternal.h                                                     407               291    28.50%          16                 2    87.50%         225                51    77.33%         102                70    31.37%
